TN concentration one day (current 11 cycles/day),
Hour,Y
18.850000000000136,4.074492797227485
18.90000000000014,4.171799851949874
18.950000000000138,4.2287828114493635
19.000000000000142,4.351616749389986
19.050000000000143,4.392973546527834
19.100000000000144,4.146038292297973
19.15000000000014,3.9124099162417423
19.200000000000145,3.65295541219259
19.250000000000142,3.591965647379247
19.300000000000146,3.583043761921388
19.350000000000147,3.7877013418323475
19.400000000000148,3.8949859685459067
19.450000000000145,4.055449528120555
19.50000000000015,4.207822205715052
19.550000000000146,4.376098251774078
19.600000000000147,4.544256678606903
19.650000000000148,4.723715371077892
19.70000000000015,4.858492026981059
19.75000000000015,5.0284624684462855
19.800000000000153,5.1939266471276095
19.850094646778373,5.029352593062686
19.900283940334823,4.771715617284949
19.950000000000152,4.354615882361459
20.000000000000156,4.185845829961622
20.050000000000153,4.039923449082741
20.100000000000158,3.960907234152714
20.150000000000155,4.067562383107251
20.20000000000016,4.183394848005195
20.250000000000156,4.336192877457467
20.30000000000016,4.495816286345976
20.350000000000158,4.620747154549342
20.400000000000162,4.838326479916251
20.45000000000016,5.040495032178393
20.500000000000163,5.249478812874639
20.55000000000016,5.400587059608636
20.600000000000165,5.5174986467114735
20.650000000000162,5.801212181163951
20.700000000000166,6.100353937105066
20.750000000000163,6.199226758973172
20.800000000000168,6.397769673067913
20.850000000000165,6.7020447215421814
20.90000000000017,6.857733029123729
20.950000000000166,7.066524485913359
