TN concentration one day (optimal 39 cycles/day),
Hour,Y
18.750000000000135,3.388733324732165
18.80000000000014,3.234131284432907
18.850000000000136,3.16326946009435
18.90000000000014,3.225398311769762
18.950000000000138,3.366413628564896
19.000000000000142,3.5232635869009563
19.05000000000014,3.4573452641701916
19.100000000000144,3.3075286926012897
19.15000000000014,3.17778668668719
19.200000000000145,3.237067275423488
19.250000000000142,3.4766044922484554
19.300000000000146,3.568130698883188
19.350000000000144,3.4582920758583278
19.400000000000148,3.318764890173018
19.450000000000145,3.18342005461448
19.50000000000015,3.244760243773097
19.550000000000146,3.3682391940077103
19.600000000000147,3.5426342953165744
19.650000000000148,3.556080318764824
19.700000000000152,3.3971709615800645
19.75000000000015,3.2708989329654
19.800000000000153,3.260744830873156
19.85000000000015,3.356248940339725
19.900000000000155,3.5514640566313567
19.950000000000156,3.6218564648605884
20.000000000000156,3.4390174851841273
20.050000000000153,3.305244790962318
20.100000000000158,3.373035823162377
20.150000000000155,3.509164765546002
20.200000000000156,3.6399006919088084
20.250000000000156,3.719812818742218
20.30000000000016,3.6077706538293057
20.350000000000158,3.4915913330490795
20.400000000000162,3.4533625297279062
20.45000000000016,3.5977947344773256
20.500000000000163,3.747449088234694
20.55000000000016,3.854380388307213
20.600000000000165,3.82196443784461
20.650000000000162,3.6573113103008605
20.700000000000166,3.651684121943042
20.750000000000163,3.7962045571599656
20.800000000000168,3.971985934079896
20.850000000000165,4.125284189057366
20.90000000000017,4.036509263137399
20.950000000000166,3.949511610796403
