Autotrophic Biomass,
Day,Y
0.10050403225806459,103.87682205237962
0.20390625000000018,104.10763808806794
0.30441028225806477,104.34442056787283
0.40352822580645187,104.49729553487893
0.5052923387096775,104.69101182311915
0.6050403225806456,104.59381063134926
0.7025201612903222,104.51103066972385
0.8000000000000003,104.35411032604854
0.8999999999999999,104.19533495372261
0.9999999999999996,104.01827443381823
1.1,103.81657338977176
1.1999999999999997,103.85358359574083
1.2999999999999994,104.12356702929398
1.4000000000000008,104.33830913530966
1.5000000000000004,104.48766827114515
1.600000000000001,104.41464455202716
1.7000000000000006,104.26838447376959
1.7999999999999994,104.12867775729816
1.9000000000000008,103.90477705941953
2.0000000000000013,103.7522376313349
2.100000000000002,103.61545674773524
2.2000000000000015,103.63365627701407
2.3000000000000003,103.8422226967073
2.400000000000001,104.09694755178391
2.5000000000000013,104.25802168440862
2.600000000000001,104.27857252410756
2.7000000000000006,104.19927224229373
2.800000000000001,104.00919121632771
2.9000000000000017,103.80137149070642
3.0000000000000004,103.68525169078445
3.100000000000001,103.42508826916249
3.2000000000000024,103.54422285770288
3.300000000000002,103.70526241415658
3.4000000000000017,104.00594493204402
3.5000000000000004,104.11384535729539
3.6000000000000028,104.10519947452892
3.700000000000004,103.97030138418948
3.800000000000002,103.80469052170356
3.9000000000000017,103.56735884734614
4.000000000000002,103.41983336932763
4.100000000000001,103.24356925898799
4.200000000000001,103.28432924639058
4.300000000000001,103.47286939825233
4.4,103.74048956222067
4.5,103.96600241736259
4.6,103.97883380878415
4.6999999999999975,103.88321270102514
4.799999999999999,103.69132286319564
4.9,103.41136388115149
4.999999999999998,103.20849218876039
5.099999999999998,103.06636734644164
5.199999999999999,103.2164951123154
5.299999999999999,103.41227459865492
5.399999999999997,103.661363881631
5.4999999999999964,103.8520080199554
5.599999999999996,103.79164468533965
5.6999999999999975,103.69327617405465
5.799999999999995,103.55077625475847
5.899999999999995,103.31334599484948
5.9999999999999964,103.11743778145417
6.099999999999994,102.96610773852004
6.199999999999994,103.00802617437027
6.299999999999994,103.21679803669383
6.399999999999993,103.45809108134021
6.499999999999993,103.6280680834802
6.599999999999991,103.74444633627489
6.699999999999994,103.54665757234912
6.799999999999992,103.3260521930998
6.8999999999999915,103.11848643917942
6.999999999999991,102.9519573266766
7.099999999999991,102.8318332968985
7.199999999999989,102.92605738132343
7.299999999999992,103.14626784275046
7.39999999999999,103.39286146570814
7.499999999999989,103.61519507446839
7.599999999999987,103.55361537444776
7.699999999999989,103.456019209739
7.799999999999988,103.26813872590463
7.899999999999988,103.10040046080363
7.999999999999988,102.9000665373331
8.099999999999987,102.7562359938381
8.199999999999989,102.77410632998178
8.299999999999986,102.9715300598677
8.399999999999986,103.19246597180242
8.499999999999986,103.4729696167873
8.599999999999987,103.43609479332387
8.699999999999985,103.2923494589988
8.799999999999983,103.13068073582237
8.899999999999986,102.91267806004014
8.999999999999982,102.77738538820073
9.099999999999985,102.6170763527749
9.199999999999982,102.71297829651805
9.299999999999983,102.92945894405314
9.399999999999983,103.18547484094007
9.499999999999982,103.35421095191961
9.599999999999984,103.38443839256588
9.699999999999982,103.28444312515117
9.799999999999981,103.11479057880578
9.89999999999998,102.9118233408207
9.999999999999982,102.73823913171024
10.099999999999982,102.58209816316398
10.19999999999998,102.58326874438248
10.29999999999998,102.84446683198126
10.399999999999979,103.16662239293481
10.49999999999998,103.31386374630455
10.599999999999978,103.28203736661325
10.699999999999978,103.10489153285253
10.79999999999998,102.98989116580206
10.899999999999977,102.78416691188349
10.999999999999979,102.58553844936012
11.099999999999977,102.50336875359635
11.199999999999976,102.52037494681171
11.299999999999976,102.73656159200888
11.399999999999975,103.02484125924491
11.499999999999975,103.22008149129364
11.599999999999977,103.23172757243981
11.699999999999974,103.15140033921168
11.799999999999976,102.96569939987758
11.899999999999974,102.78343210141792
11.999999999999973,102.59905776216493
12.099999999999975,102.43429283763308
12.199999999999974,102.54055520104758
12.299999999999972,102.70808394320395
12.399999999999974,102.99039106766517
12.499999999999972,103.18109179371652
12.599999999999971,103.10727966784918
12.699999999999973,103.007881876574
12.79999999999997,102.88651918676507
12.89999999999997,102.6035208703155
12.999999999999972,102.48685371052296
13.09999999999997,102.36739670850525
13.199999999999974,102.39397191304096
13.299999999999969,102.58731395575965
13.39999999999997,102.8363297125817
13.499999999999968,103.0559990256544
13.59999999999997,103.09842876283516
13.699999999999967,103.00760450832875
13.799999999999972,102.8484954918472
13.899999999999967,102.5536222510637
13.999999999999972,102.37386693915278
14.099999999999966,102.32954651771985
14.199999999999967,102.39518870750786
14.299999999999965,102.6050017878637
14.399999999999967,102.89151330273877
14.499999999999964,103.01138160878679
14.599999999999966,103.01542280514977
14.699999999999964,102.89927781153075
14.799999999999969,102.76264585670899
14.899999999999963,102.48986339781432
14.999999999999968,102.40464052369964
15.099999999999966,102.29667949865717
15.199999999999964,102.2969691735404
15.299999999999965,102.46643140936392
15.399999999999963,102.67871130997123
15.499999999999964,102.94545638139874
15.599999999999966,102.99398995327374
15.69999999999996,102.82973032158046
15.799999999999965,102.6342699253816
15.89999999999996,102.42826908196989
15.999999999999964,102.31795683533652
16.09999999999996,102.22534155007277
16.19999999999996,102.27241588634317
16.29999999999996,102.46969996169393
16.399999999999967,102.74714190411878
16.499999999999968,102.94066509973631
16.599999999999966,102.92539253817614
16.699999999999967,102.8277879596807
16.799999999999972,102.64860640025157
16.89999999999997,102.4758493879384
16.999999999999975,102.35614740455287
17.09999999999997,102.20787442172222
17.199999999999978,102.20278993568984
17.299999999999976,102.37444228749071
17.39999999999998,102.57093702694489
17.49999999999998,102.80693498165965
17.599999999999984,102.84215920668917
17.69999999999998,102.70522694753619
17.799999999999983,102.55906251684611
17.899999999999984,102.39643751349911
17.99999999999999,102.24422508113494
18.099999999999987,102.14274557890992
18.199999999999985,102.2286146423996
18.29999999999999,102.38509062145661
18.39999999999999,102.65847013260274
18.499999999999996,102.8108048154109
18.599999999999998,102.82102422408417
18.699999999999992,102.73234455209209
18.799999999999997,102.58442086159936
18.900000000000002,102.43532433179585
19,102.2871679213072
19.1,102.10265525936781
19.2,102.10931471654855
19.300000000000008,102.38747562212725
19.400000000000006,102.67929247929023
19.500000000000007,102.79744472241933
19.60000000000001,102.79040817794899
19.700000000000017,102.66442004396757
19.800000000000015,102.5179367885733
19.900000000000016,102.33910831784202
20.000000000000014,102.19556773058157
20.10000000000002,102.07113173915518
20.200000000000017,102.10011928492463
20.30000000000002,102.31292196117576
20.400000000000016,102.56166330415685
20.50000000000002,102.73396228648113
20.600000000000026,102.76469565755664
20.700000000000024,102.70862253110722
20.800000000000026,102.55983286478406
20.90000000000003,102.3711681953076
21.000000000000032,102.25492063180936
21.10000000000003,102.07585143460585
21.200000000000028,102.18204794507142
21.300000000000033,102.33707279660607
21.400000000000034,102.57117420903434
21.500000000000036,102.72882978257137
21.600000000000037,102.73690390011116
21.70000000000004,102.60374365457281
21.800000000000043,102.48414494773625
21.90000000000004,102.32005188731476
22.000000000000043,102.15895991271456
22.10000000000004,101.98573116893328
22.200000000000045,102.03485875090158
22.300000000000047,102.25474576952338
22.40000000000005,102.47739197297786
22.50000000000005,102.65448513438561
22.600000000000055,102.72173858386928
22.700000000000053,102.62167800934073
22.800000000000058,102.48923073464623
22.900000000000055,102.38268974542542
23.00000000000006,102.09905725460095
23.100000000000062,101.99497608251447
23.20000000000006,102.06500049514116
23.30000000000006,102.29127364158902
23.400000000000063,102.58090776679781
23.500000000000064,102.71320418128875
23.600000000000062,102.67670003699247
23.700000000000067,102.57232097818472
23.800000000000065,102.41680299028867
23.900000000000073,102.30612264378125
24.000000000000075,102.11346623240544
24.100000000000072,101.96888083348661
24.200000000000074,101.98900878592686
24.30000000000008,102.22608542949742
24.40000000000008,102.41600225544923
24.500000000000078,102.61662386537068
24.60000000000008,102.6915325419692
24.700000000000085,102.54779502520603
24.800000000000082,102.38719254549841
24.900000000000084,102.20487583648861
25.00000000000008,102.02024226010529
25.10000000000009,101.95795207476529
25.20000000000009,102.03267369869978
25.30000000000009,102.23600361390952
25.400000000000087,102.51194814597534
25.500000000000096,102.6311319361579
25.600000000000097,102.65341362302763
25.7000000000001,102.54427441184802
25.800000000000097,102.38820906626133
25.9000000000001,102.28067907310916
26.000000000000103,102.07321911039772
26.100000000000104,101.93440708427178
26.200000000000102,101.93522005330813
26.300000000000107,102.15680396726596
26.40000000000011,102.35021235138957
26.500000000000107,102.58836915018264
26.600000000000104,102.6214813385147
26.70000000000011,102.4723165758958
26.80000000000011,102.36605603972266
26.900000000000116,102.18793966153387
27.000000000000117,101.98998904391692
27.100000000000115,101.91849946916241
27.20000000000012,101.97613210661768
27.30000000000012,102.21546885152478
27.400000000000123,102.42082703251575
27.50000000000012,102.60420193354872
