Heterogtrophic Biomass,
Day,Y
18.9,1137.5934325685107
18.999999999999996,1128.7212241298803
19.099999999999998,1121.8512714383428
19.200000000000003,1124.083541152277
19.300000000000004,1133.5805409420934
19.400000000000006,1147.8633437276626
19.500000000000007,1153.7428623437593
19.600000000000005,1155.6381232438478
19.700000000000006,1153.3321877627666
19.800000000000008,1145.4706024062266
19.900000000000013,1135.9860896023467
20.000000000000014,1124.5322577893983
20.100000000000016,1121.8593499934982
20.200000000000014,1126.5591766475063
20.30000000000001,1136.4522407447953
20.400000000000016,1147.4038140292016
20.50000000000002,1152.6891678515863
20.600000000000023,1155.3754417906898
20.700000000000024,1156.1006237608904
20.800000000000022,1149.0196312621947
20.900000000000027,1138.8059930829913
21.000000000000025,1129.6414701766319
21.100000000000026,1121.2562698021727
21.200000000000028,1128.4420794888827
21.300000000000036,1142.3999191831908
21.40000000000003,1148.8585150364743
21.500000000000032,1154.4429014613713
21.600000000000037,1155.8003459736801
21.700000000000035,1153.7523907736484
21.800000000000036,1146.8241767979848
21.90000000000004,1135.2972605580956
22.000000000000043,1126.1033833096046
22.100000000000044,1121.903437550647
22.200000000000042,1125.3331067107672
22.300000000000047,1136.2705531340873
22.400000000000045,1147.4239416329428
22.500000000000046,1152.1307797576435
22.60000000000005,1155.4371699163617
22.700000000000053,1155.5503440604673
22.800000000000054,1149.5341213447061
22.900000000000055,1140.5727365838154
23.000000000000053,1128.757475949187
23.100000000000055,1121.4274518739321
23.20000000000006,1129.3500654603297
23.300000000000054,1139.6230685243784
23.40000000000006,1148.7952241541461
23.500000000000064,1154.1433473998738
23.600000000000065,1155.8696180898417
23.700000000000067,1154.0141669808017
23.800000000000065,1146.8895651315165
23.90000000000007,1135.839429905363
24.00000000000007,1126.9750753906212
24.10000000000007,1121.8441809241835
24.200000000000074,1123.9849351466094
24.300000000000075,1136.5839503123798
24.400000000000077,1146.4625436444219
24.500000000000075,1152.144479334047
24.600000000000076,1154.9454686796375
24.700000000000077,1155.764228603172
24.80000000000008,1147.6344964887523
24.900000000000084,1132.8995682648256
25.000000000000085,1123.966767883971
25.100000000000087,1121.9084649350689
25.200000000000085,1127.4260516307327
25.30000000000009,1138.6672013442505
25.400000000000084,1149.526332732407
25.500000000000085,1152.8530432902314
25.600000000000094,1155.9992873785702
25.700000000000095,1154.779107843918
25.800000000000093,1146.9783695483181
25.900000000000095,1137.0273235864777
26.0000000000001,1127.8519479510321
26.100000000000097,1122.3812915465667
26.2000000000001,1123.639981870186
26.300000000000104,1135.7025663874017
26.400000000000105,1145.7310004948001
26.500000000000107,1151.3781797660083
26.600000000000108,1155.597152019263
26.700000000000106,1152.55217281949
26.800000000000107,1145.2073622141568
26.90000000000011,1135.0779347421467
27.000000000000114,1124.5815509909514
27.100000000000115,1122.0650566692302
27.200000000000117,1126.7075544824518
27.300000000000114,1138.9016670308674
27.400000000000116,1148.6719246544958
27.50000000000012,1152.7312719154077
27.60000000000012,1155.6709899545524
27.700000000000127,1155.293345663445
27.80000000000012,1148.085586366331
27.900000000000123,1138.785750220226
28.000000000000124,1129.3020157748977
28.100000000000126,1122.3503035236793
28.200000000000124,1124.1570300884382
28.30000000000013,1134.2119859405072
28.40000000000013,1148.0688471647802
28.50000000000013,1154.3820887185548
28.600000000000133,1155.8939636107975
28.700000000000134,1153.158075841746
28.80000000000013,1146.2492255120267
28.90000000000013,1135.1438521431987
29.00000000000014,1125.3875854228368
29.10000000000014,1122.0659380803645
29.200000000000134,1125.1415680339876
29.300000000000136,1138.4397313550712
29.400000000000144,1147.9326981930521
29.50000000000014,1152.427794924836
29.600000000000147,1155.8536414339926
29.70000000000015,1155.4875696040951
29.80000000000015,1148.3418045728424
29.90000000000015,1139.5452356745732
30.000000000000153,1128.7584828070974
30.100000000000154,1121.5129172852337
30.200000000000156,1125.6139378784653
30.300000000000157,1140.8558412364048
30.40000000000015,1150.257325297868
30.50000000000016,1153.8415333568437
30.60000000000016,1156.0473461552838
30.700000000000156,1154.336423537128
30.800000000000164,1146.5179468493795
30.900000000000166,1134.7907396273467
31.000000000000167,1125.8221561870046
31.10000000000017,1121.8989168260055
31.20000000000017,1125.380131504839
31.30000000000017,1137.8342757258397
31.400000000000173,1147.2403527518777
31.500000000000174,1152.2298241967594
31.600000000000176,1155.288942948197
31.700000000000177,1155.8930091694256
31.80000000000018,1148.7627978899259
31.90000000000018,1140.79962243355
32.000000000000185,1129.7018425708093
32.100000000000186,1122.0404510517296
32.20000000000018,1128.121660379789
32.30000000000019,1141.7062620440709
32.40000000000019,1149.433731283054
32.500000000000185,1153.635714819979
32.60000000000019,1155.8268729466984
32.700000000000195,1154.6385539698738
32.800000000000196,1146.8305149053135
32.90000000000019,1136.4334327141466
33.00000000000019,1126.9008667956468
33.10000000000019,1121.9798200679952
33.200000000000195,1125.8295335862636
33.3000000000002,1136.687949591262
33.400000000000205,1146.6163205141693
33.500000000000206,1151.814262722829
33.6000000000002,1155.202798267864
33.7000000000002,1155.4654357485629
33.8000000000002,1150.5127491071003
33.90000000000022,1132.079541339501
34.00000000000021,1124.2063737723759
34.10000000000021,1121.7061452759162
34.200000000000216,1127.3297736767452
34.30000000000022,1141.0340051729163
34.40000000000022,1148.7184034805318
34.50000000000021,1152.7933725690018
34.600000000000215,1155.4844139451752
34.700000000000216,1155.403786002219
34.800000000000225,1147.0218755332921
34.90000000000022,1137.9078842629647
35.00000000000022,1127.3768637400708
35.10000000000023,1121.633982308344
35.20000000000023,1124.9807112397368
35.30000000000024,1135.3588168699607
35.40000000000023,1145.9666646059109
35.500000000000234,1152.0587087598467
35.600000000000236,1155.1798793715982
35.70000000000024,1153.5675850154244
35.80000000000023,1144.7961653901973
35.90000000000024,1132.404041793519
36.00000000000024,1124.791882995074
36.10000000000024,1121.760644424792
36.20000000000024,1127.4993053653363
36.30000000000024,1140.0257058457025
36.40000000000024,1148.8975714530359
36.50000000000025,1152.4620564730694
36.60000000000025,1155.8910437379393
36.700000000000244,1154.653168548102
36.80000000000025,1147.5524935549731
36.90000000000025,1138.325045712371
37.000000000000256,1126.6746209416992
37.10000000000026,1121.9813858630089
37.20000000000026,1124.5802919130529
37.30000000000025,1133.0823606451327
37.400000000000254,1146.4133799056879
37.500000000000256,1154.4920257494396
37.60000000000026,1155.794496877727
37.700000000000266,1154.034450863899
37.80000000000026,1144.9880332109071
37.900000000000276,1135.0239953409607
38.00000000000027,1125.4089289748147
38.10000000000027,1122.0120621403335
38.20000000000027,1127.7494881616458
38.300000000000274,1139.2926542329576
38.400000000000276,1147.5936884661542
38.50000000000027,1152.3937362590416
38.60000000000027,1155.485374128863
38.70000000000027,1155.0931089233072
38.800000000000274,1148.8742228431884
38.900000000000276,1138.7724765724633
39.00000000000028,1127.254132297149
39.10000000000028,1122.6886260801577
39.20000000000028,1123.9127665796173
39.300000000000274,1140.2166559603058
39.4000000000003,1150.7705036299303
39.500000000000284,1154.1467088769296
39.600000000000286,1155.8253122161368
39.700000000000294,1153.8014723309957
39.8000000000003,1144.221053893069
39.9000000000003,1135.6157601427
40.0000000000003,1125.6102458136472
40.1000000000003,1121.9098700783723
40.200000000000294,1125.2608197729894
40.300000000000296,1138.0250530464082
40.4000000000003,1146.7602106962681
40.5000000000003,1152.5225225969753
40.6000000000003,1155.777336428216
40.7000000000003,1155.1492770372533
40.80000000000032,1150.2830715403038
40.900000000000304,1138.427115790698
41.00000000000031,1128.5412965469047
41.10000000000031,1122.4525216708046
41.20000000000032,1127.5569500986057
41.30000000000032,1140.951411154276
41.40000000000032,1149.4041582001814
41.50000000000031,1153.8976459990558
41.600000000000314,1155.6160189339032
41.70000000000032,1154.235786026183
41.80000000000032,1145.9672239272031
41.90000000000032,1136.636676996751
42.00000000000032,1125.1830430409657
42.10000000000032,1121.7155436234061
42.20000000000032,1125.4870882727346
42.30000000000033,1135.2938883700108
42.40000000000033,1146.1307934115557
42.500000000000334,1152.2821673064368
42.600000000000335,1155.2211102243714
42.70000000000034,1155.4059134309719
42.80000000000034,1150.2320701573467
42.90000000000034,1133.64222760076
43.00000000000034,1123.5678976023746
43.10000000000034,1122.1844655487369
43.20000000000034,1127.5054826418088
43.30000000000034,1141.2563991509255
43.40000000000034,1148.4246126630605
43.50000000000034,1153.6736083402463
43.60000000000035,1155.638937984889
43.700000000000344,1154.0609005463505
43.80000000000035,1147.1661940473866
43.900000000000354,1136.8442928039356
44.000000000000355,1127.0350210671186
44.10000000000035,1121.9710446877268
44.20000000000035,1125.3385845234911
44.30000000000036,1134.7534637219849
44.400000000000354,1146.7207298125038
44.500000000000355,1151.5046376549988
44.600000000000364,1155.0346650907372
44.70000000000036,1154.693222663982
44.80000000000036,1142.8154645109466
44.900000000000354,1133.44402341381
45.00000000000037,1125.0119634428722
45.10000000000037,1121.4199444290225
45.20000000000037,1128.0149671239842
45.300000000000374,1139.5033624898097
45.400000000000375,1148.515640309228
45.50000000000037,1153.3682070619068
45.60000000000038,1155.8234097999466
45.70000000000038,1154.6647323612485
45.800000000000374,1148.949628049457
45.900000000000375,1137.874198765648
46.00000000000038,1127.7597652080906
46.100000000000385,1121.9198001136226
46.20000000000038,1124.380408824229
46.30000000000038,1133.5927066028862
46.40000000000038,1146.3744363376493
46.50000000000039,1152.1359093886686
46.60000000000039,1155.609979768419
46.7000000000004,1153.0738717035185
46.80000000000039,1144.247426381671
46.9000000000004,1134.3864913642628
47.00000000000039,1125.616400711862
47.1000000000004,1121.2488581323216
47.2000000000004,1127.695520917025
47.300000000000395,1138.131669595372
47.400000000000404,1148.1723485435996
47.5000000000004,1153.1135863547347
47.6000000000004,1155.5813063179019
47.7000000000004,1154.9970580342815
47.800000000000395,1149.2694239114394
47.90000000000041,1138.8977492314461
48.000000000000405,1128.08834438163
48.10000000000041,1122.4833446937882
48.20000000000042,1121.6327079477205
48.30000000000041,1137.1775407342789
48.40000000000042,1151.8434927075923
48.50000000000042,1153.8404135193905
48.60000000000041,1155.5910154111684
48.700000000000415,1153.4326032202216
48.800000000000416,1145.4666885943698
48.90000000000042,1135.9666249466743
49.00000000000042,1125.6478609551607
49.10000000000042,1121.9158073595668
49.20000000000042,1126.5642759310385
49.30000000000043,1136.1363944080683
49.40000000000043,1148.4957205305957
49.500000000000426,1152.4559708081717
49.600000000000435,1155.2419911793843
49.70000000000043,1155.4065474708334
49.80000000000043,1149.8264595219914
49.90000000000044,1138.9410483924974
50.00000000000043,1129.441011387011
50.10000000000044,1121.8912200609448
50.20000000000044,1129.4703571716957
50.30000000000044,1142.183678232233
50.40000000000044,1149.4010172557314
50.50000000000044,1153.7180356414929
50.60000000000044,1155.9252255941058
50.70000000000045,1153.8038986935753
50.800000000000445,1146.2143965730206
50.90000000000045,1135.9703719148897
51.000000000000455,1125.7436975127746
51.10000000000045,1121.8032554993508
51.20000000000046,1125.58470332347
51.30000000000045,1134.785830524937
51.40000000000046,1148.1246141289282
51.500000000000455,1151.7490928176026
51.600000000000456,1155.1485256047242
51.70000000000046,1155.4587411554871
51.80000000000046,1150.1181165816668
51.90000000000046,1136.0881429208914
52.00000000000046,1123.925318128888
52.10000000000046,1121.9309696916973
52.20000000000047,1129.7189871716848
52.300000000000466,1140.3739296725241
52.40000000000047,1149.2843809944482
52.500000000000476,1153.385247020083
52.60000000000048,1155.692101529269
52.70000000000047,1154.210851569813
52.80000000000047,1147.7796427790677
52.900000000000475,1135.8074983879874
53.00000000000048,1126.9373012709323
53.10000000000047,1121.6634060179501
53.20000000000048,1124.3100967808907
53.30000000000048,1135.4731073438068
53.40000000000049,1147.3717520337914
53.50000000000048,1151.4401117545438
53.60000000000049,1155.1335664001901
53.70000000000049,1154.9375018454064
53.80000000000049,1144.1815388535713
53.900000000000496,1133.8954953617292
54.00000000000049,1124.057936127623
54.10000000000049,1122.0738422030604
54.20000000000049,1128.2028793233594
54.300000000000495,1139.662691541765
54.400000000000496,1149.5230691125248
54.5000000000005,1153.56994141331
54.60000000000049,1155.5716328050755
54.7000000000005,1154.4967898473235
54.8000000000005,1148.1806668331042
54.9000000000005,1136.450891853637
55.000000000000504,1127.7532016773282
55.10000000000051,1122.1365449101072
55.200000000000514,1124.135825522936
55.30000000000051,1135.2988373801986
55.40000000000051,1146.2794753799874
55.50000000000052,1151.3134714335822
55.60000000000051,1156.2864423002356
55.70000000000052,1152.948219893652
55.800000000000516,1144.881489554574
55.900000000000524,1134.1030344890723
56.00000000000052,1124.1592788284674
56.10000000000051,1122.0518493552722
56.20000000000052,1126.7883250409834
56.30000000000052,1138.8202063828041
56.40000000000053,1147.3626976668506
56.50000000000053,1153.1373458326223
56.60000000000053,1155.7390571888932
56.700000000000536,1155.2119746584747
56.80000000000053,1147.871832291024
56.90000000000054,1138.4914867203577
57.00000000000053,1128.0253819987565
57.100000000000534,1122.0352106333726
57.20000000000053,1123.5505672577287
57.30000000000054,1135.69008575757
57.40000000000053,1149.5573969505947
57.50000000000054,1153.731847158817
57.60000000000054,1155.735232776458
57.70000000000054,1153.2532276005466
57.800000000000544,1145.3426098747923
57.90000000000055,1134.1388185599058
58.000000000000554,1124.8435765583617
58.100000000000556,1121.6761299469872
58.20000000000056,1126.37990510311
58.30000000000056,1136.9352717497823
58.40000000000055,1147.8965140311334
58.50000000000056,1152.2387386943335
58.60000000000056,1155.565397591484
58.70000000000056,1155.2812108118517
58.800000000000566,1148.6840933058452
58.90000000000056,1138.9293484022785
59.00000000000056,1128.8805507790878
59.10000000000056,1121.8092600356922
59.20000000000056,1129.1658692752974
59.300000000000566,1141.9320641559523
59.40000000000057,1149.5101199470496
59.500000000000576,1153.1859001934724
59.60000000000057,1155.355849942813
59.70000000000057,1152.8343016870595
59.80000000000058,1146.7566070929051
59.90000000000057,1137.1419059697491
